wordform	from_sense_id	to_sense_id	label
mourning	mourning%1:26:00::	mourning%1:04:00::	metaphor
mouse	mouse%1:05:00::	mouse%1:26:00::	metaphor
mouse	mouse%1:05:00::	mouse%1:18:00::	metaphor
mouse	mouse%1:05:00::	mouse%1:06:00::	metaphor
mousetrap	mousetrap%1:06:00::	mousetrap%1:04:00::	metaphor
mousse	mousse%1:13:02::	mousse%1:13:01::	metaphor
mousse	mousse%1:13:02::	mousse%1:06:00::	metaphor
mouth	mouth%1:08:01::	mouth%1:08:00::	metonymy
mouth	mouth%1:08:01::	mouth%1:17:01::	metaphor
mouth	mouth%1:08:01::	mouth%1:17:00::	metaphor
mouth	mouth%1:08:01::	mouth%1:18:00::	metonymy
mouth	mouth%1:08:01::	mouth%1:18:01::	metaphor
mouth	mouth%1:08:01::	mouth%1:10:00::	metonymy
mouth	mouth%1:08:01::	mouth%1:06:00::	metaphor
mouthpiece	mouthpiece%1:06:00::	mouthpiece%1:06:04::	metaphor
mouthpiece	mouthpiece%1:06:00::	mouthpiece%1:06:02::	metaphor
mouthpiece	mouthpiece%1:06:00::	mouthpiece%1:18:01::	metonymy
mouthpiece	mouthpiece%1:06:00::	mouthpiece%1:06:03::	metaphor
mouthpiece	mouthpiece%1:06:00::	mouthpiece%1:06:01::	metaphor
move	move%1:04:01::	move%1:04:00::	metaphor
move	move%1:04:01::	move%1:04:03::	metaphor
move	move%1:04:01::	move%1:04:04::	metaphor
move	move%1:04:01::	move%1:04:02::	metaphor
mover	mover%1:18:02::	mover%1:18:00::	metaphor
mover	mover%1:18:02::	mover%1:14:00::	metonymy
mph	mph%1:28:01::	mph%1:28:00::	metonymy
muck	muck%1:27:00::	muck%1:27:01::	metaphor
mud	mud%1:27:00::	mud%1:10:00::	metaphor
muffler	muffler%1:06:00::	muffler%1:06:01::	metaphor
muffler	muffler%1:06:00::	muffler%1:06:02::	metaphor
mug	mug%1:06:00::	mug%1:23:00::	metonymy
mulberry	mulberry%1:20:00::	mulberry%1:13:00::	metonymy
mullet	mullet%1:05:02::	mullet%1:13:00::	metonymy
mullet	mullet%1:05:02::	mullet%1:05:01::	metaphor
multiplex	multiplex%1:10:00::	multiplex%1:06:00::	metonymy
multiplicity	multiplicity%1:07:02::	multiplicity%1:07:00::	metonymy
multitude	multitude%1:23:00::	multitude%1:14:00::	metaphor
multitude	multitude%1:23:00::	multitude%1:14:01::	metaphor
municipality	municipality%1:15:00::	municipality%1:14:00::	metonymy
munition	munition%1:06:00::	munition%1:06:02::	metaphor
murmur	murmur%M1A	murmur%M1B	metaphor
murmur	murmur%M1A	murmur%1:10:01::	metaphor
murmur	murmur%M1A	murmur%1:26:00::	metaphor
murmur	murmur%M1A	murmur%1:10:00::	metonymy
muscat	muscat%1:13:01::	muscat%1:20:00::	metonymy
muscat	muscat%1:13:01::	muscat%1:13:02::	metonymy
muscle	muscle%1:08:00::	muscle%1:08:01::	metonymy
muscle	muscle%1:08:00::	muscle%1:18:00::	metaphor
muscle	muscle%1:08:00::	muscle%1:07:01::	metaphor
muscle	muscle%1:08:00::	muscle%1:07:00::	metonymy
muse	muse%1:18:00::	muse%1:09:00::	metonymy
mush	mush%1:17:00::	mush%1:13:00::	metonymy
mush	mush%1:17:00::	mush%1:10:00::	metaphor
mushroom	mushroom%1:20:00::	mushroom%1:20:01::	metaphor
mushroom	mushroom%1:20:00::	mushroom%1:20:02::	metaphor
mushroom	mushroom%1:20:00::	mushroom%1:19:00::	metaphor
mushroom	mushroom%1:20:00::	mushroom%1:13:00::	metonymy
music	music%1:10:00::	music%1:09:00::	metaphor
music	music%1:10:00::	music%1:04:00::	metonymy
music	music%1:10:00::	music%1:09:01::	metonymy
music	music%1:10:00::	music%1:04:02::	metonymy
musk	musk%1:27:00::	musk%1:09:00::	metonymy
musketry	musketry%1:14:00::	musketry%1:09:00::	metonymy
mussel	mussel%1:05:00::	mussel%1:13:00::	metonymy
mustard	mustard%1:13:00::	mustard%1:20:00::	metonymy
mustard	mustard%1:13:00::	mustard%1:13:01::	metaphor
mutation	mutation%1:11:00::	mutation%1:18:00::	metonymy
mutation	mutation%1:11:00::	mutation%1:11:01::	metaphor
muzzle	muzzle%1:05:00::	muzzle%1:06:01::	metaphor
muzzle	muzzle%1:05:00::	muzzle%1:06:02::	metonymy
muzzle	muzzle%1:06:02::	muzzle%1:06:00::	metaphor
myriad	myriad%1:23:01::	myriad%1:23:00::	metonymy
myrtle	myrtle%1:20:02::	myrtle%1:20:00::	metaphor
mystery	mystery%1:09:00::	mystery%1:10:00::	metonymy
mythology	mythology%1:14:00::	mythology%1:09:00::	metonymy
naiad	naiad%1:18:00::	naiad%1:20:00::	metaphor
nail	nail%1:08:00::	nail%1:06:00::	metaphor
nail	nail%1:06:00::	nail%1:23:00::	metaphor
name	name%1:10:00::	name%1:26:00::	metaphor
name	name%1:10:00::	name%1:14:00::	metaphor
name	name%V1	name%1:18:00::	metonymy
name	name%1:10:00::	name%1:04:00::	metonymy
name	name%1:10:00::	name%1:10:01::	metaphor
name	name%1:10:00::	name%V1	metonymy
nan	nan%1:18:00::	nan%1:18:01::	metonymy
nanny	nanny%1:18:00::	nanny%1:05:00::	metaphor
narrowness	narrowness%1:07:00::	narrowness%1:09:00::	metaphor
narrowness	narrowness%1:07:00::	narrowness%1:09:01::	metaphor
narrowness	narrowness%1:07:00::	narrowness%1:07:01::	metaphor
narthex	narthex%1:06:01::	narthex%1:06:02::	metonymy
nation	nation%1:14:00::	nation%1:14:01::	metonymy
nation	nation%1:14:00::	nation%1:14:02::	metaphor
nationalisation	nationalisation%1:04:00::	nationalisation%1:04:01::	metaphor
nationalism	nationalism%1:07:00::	nationalism%1:09:00::	metonymy
nationalism	nationalism%1:07:00::	nationalism%1:12:00::	metonymy
nationalism	nationalism%1:07:00::	nationalism%1:09:01::	metonymy
nationalist	nationalist%1:18:01::	nationalist%1:18:00::	metaphor
nativity	nativity%1:11:00::	nativity%1:09:00::	metonymy
natural	natural%1:18:00::	natural%1:04:00::	metaphor
naturalization	naturalization%1:04:00::	naturalization%1:07:00::	metaphor
naturalization	naturalization%1:04:00::	naturalization%1:04:02::	metaphor
naturalization	naturalization%1:04:00::	naturalization%1:04:01::	metaphor
nature	nature%1:18:00::	nature%1:07:02::	metonymy
nature	nature%1:17:00::	nature%1:18:00::	metonymy
nature	nature%1:18:00::	nature%1:07:01::	metaphor
nature	nature%1:07:02::	nature%1:09:00::	metonymy
nausea	nausea%1:12:00::	nausea%1:26:00::	metonymy
nautilus	nautilus%1:05:02::	nautilus%1:05:01::	metaphor
navigation	navigation%1:04:00::	navigation%1:04:02::	metonymy
navigation	navigation%1:04:00::	navigation%1:04:01::	metonymy
navy	navy%1:14:00::	navy%1:07:00::	metonymy
navy	navy%1:14:00::	navy%1:14:01::	metonymy
nazi	nazi%1:18:00::	nazi%1:18:01::	metaphor
nebuchadnezzar	nebuchadnezzar%1:18:00::	nebuchadnezzar%1:06:00::	metonymy
nebula	nebula%1:17:00::	nebula%1:27:00::	metonymy
nebula	nebula%1:17:00::	nebula%1:26:00::	metonymy
nebula	nebula%1:17:00::	nebula%1:07:00::	metaphor
neck	neck%1:08:00::	neck%1:17:00::	metaphor
neck	neck%1:08:00::	neck%1:13:00::	metonymy
neck	neck%1:08:00::	neck%1:06:01::	metaphor
neck	neck%1:08:00::	neck%1:06:00::	metonymy
nectar	nectar%1:27:00::	nectar%1:13:02::	metaphor
nectar	nectar%1:27:00::	nectar%1:13:01::	metaphor
need	need%1:26:00::	need%1:17:00::	metonymy
need	need%1:26:00::	need%1:03:00::	metonymy
need	need%1:17:00::	need%1:26:01::	metonymy
needle	needle%1:06:00::	needle%1:20:00::	metaphor
needle	needle%1:06:00::	needle%1:06:01::	metonymy
needle	needle%1:06:00::	needle%1:06:02::	metonymy
negative	negative%1:10:00::	negative%1:06:00::	metaphor
negativity	negativity%1:07:00::	negativity%1:24:00::	metaphor
negativity	negativity%1:07:00::	negativity%1:07:03::	metaphor
negativity	negativity%1:07:00::	negativity%1:07:02::	metaphor
neglect	neglect%1:09:00::	neglect%1:26:00::	metonymy
neglect	neglect%1:09:00::	neglect%1:04:02::	metonymy
neglect	neglect%1:09:00::	neglect%1:07:00::	metonymy
neglect	neglect%1:09:00::	neglect%1:04:00::	metonymy
negotiation	negotiation%1:10:00::	negotiation%1:04:00::	metonymy
neighborhood	neighborhood%1:15:01::	neighborhood%1:15:00::	metaphor
neighborhood	neighborhood%1:15:01::	neighborhood%1:14:00::	metonymy
neighborhood	neighborhood%1:14:00::	neighborhood%1:23:00::	metaphor
neighbourhood	neighbourhood%1:15:00::	neighbourhood%1:14:00::	metonymy
nelson	nelson%1:18:00::	nelson%1:04:00::	metaphor
neologism	neologism%1:10:00::	neologism%1:04:00::	metonymy
neophyte	neophyte%1:20:00::	neophyte%1:18:01::	metaphor
neophyte	neophyte%1:20:00::	neophyte%1:18:02::	metaphor
nerd	nerd%1:18:00::	nerd%1:18:01::	metaphor
nerve	nerve%1:08:00::	nerve%1:07:00::	metaphor
nerve	nerve%1:07:00::	nerve%1:07:01::	metaphor
nest	nest%1:17:00::	nest%1:06:00::	metaphor
nest	nest%1:17:00::	nest%1:15:00::	metaphor
nest	nest%1:17:00::	nest%1:14:00::	metaphor
nest	nest%1:17:00::	nest%1:06:01::	metaphor
net	net%1:06:00::	net%1:06:01::	metaphor
net	net%1:06:00::	net%1:06:02::	metaphor
net	net%1:06:00::	net%1:21:00::	metonymy
net	net%1:06:00::	net%1:06:04::	metaphor
net	net%1:06:00::	net%1:06:03::	metaphor
network	network%1:14:00::	network%1:06:01::	metaphor
network	network%1:14:00::	network%1:06:00::	metaphor
network	network%1:14:00::	network%1:06:03::	metaphor
network	network%1:14:00::	network%1:06:02::	metaphor
neurology	neurology%1:09:01::	neurology%1:09:02::	metonymy
neutralisation	neutralisation%1:04:02::	neutralisation%1:04:01::	metaphor
neutralisation	neutralisation%1:04:02::	neutralisation%1:04:00::	metaphor
neutralization	neutralization%1:22:00::	neutralization%1:04:01::	metaphor
neutralization	neutralization%1:22:00::	neutralization%1:04:02::	metaphor
neutralization	neutralization%1:22:00::	neutralization%1:04:00::	metaphor
newcomer	newcomer%1:18:01::	newcomer%1:18:00::	metaphor
news	news%1:10:00::	news%1:10:01::	metonymy
news	news%1:10:00::	news%1:10:02::	metonymy
news	news%1:10:00::	news%1:10:03::	metaphor
news	news%1:10:00::	news%1:07:00::	metonymy
newspaper	newspaper%1:10:00::	newspaper%1:14:00::	metonymy
newspaper	newspaper%1:10:00::	newspaper%1:06:00::	metonymy
newspaper	newspaper%1:06:00::	newspaper%1:27:00::	metonymy
newsroom	newsroom%1:06:01::	newsroom%1:14:00::	metonymy
newsroom	newsroom%1:06:01::	newsroom%1:06:00::	metaphor
newton	newton%1:18:00::	newton%1:23:00::	metonymy
nexus	nexus%1:14:00::	nexus%1:24:00::	metonymy
nib	nib%1:06:00::	nib%1:05:00::	metaphor
niche	niche%1:06:00::	niche%1:25:00::	metonymy
niche	niche%1:26:00::	niche%1:06:00::	metaphor
niche	niche%1:26:00::	niche%1:26:01::	metaphor
nick	nick%1:04:00::	nick%1:07:00::	metaphor
nickel	nickel%1:27:00::	nickel%1:21:00::	metonymy
nickel	nickel%V1	nickel%1:21:01::	metonymy
nickel	nickel%1:21:00::	nickel%V1	metonymy
nickname	nickname%1:10:00::	nickname%1:10:01::	metaphor
night	night%1:28:00::	night%1:28:01::	metaphor
night	night%1:28:00::	night%1:28:04::	metonymy
night	night%1:28:00::	night%1:28:02::	metonymy
night	night%1:28:00::	night%1:26:00::	metonymy
night	night%1:28:00::	night%1:28:05::	metonymy
night	night%1:28:00::	night%1:28:03::	metonymy
night	night%1:28:00::	night%1:18:00::	metonymy
nightcap	nightcap%1:13:00::	nightcap%1:06:00::	metaphor
nightcap	nightcap%1:13:00::	nightcap%1:04:00::	metaphor
nightlife	nightlife%1:04:01::	nightlife%1:04:00::	metonymy
nightmare	nightmare%1:09:00::	nightmare%1:26:00::	metaphor
nine	nine%1:23:00::	nine%1:14:00::	metonymy
nine	nine%1:23:00::	nine%1:06:00::	metonymy
ninja	ninja%1:14:00::	ninja%1:18:00::	metaphor
ninth	ninth%1:24:00::	ninth%1:23:00::	metonymy
nip	nip%1:04:01::	nip%1:23:00::	metaphor
nip	nip%1:04:01::	nip%1:09:00::	metaphor
nip	nip%1:04:01::	nip%1:07:01::	metaphor
nip	nip%1:09:00::	nip%1:07:00::	metonymy
nipple	nipple%1:08:00::	nipple%1:06:00::	metaphor
nirvana	nirvana%1:26:00::	nirvana%1:15:00::	metaphor
nod	nod%1:04:00::	nod%1:10:01::	metaphor
node	node%1:08:00::	node%1:25:01::	metonymy
node	node%1:08:00::	node%1:20:00::	metonymy
node	node%1:25:02::	node%1:15:01::	metaphor
node	node%1:25:02::	node%1:15:00::	metaphor
node	node%1:08:00::	node%1:08:01::	metonymy
node	node%1:25:02::	node%1:08:00::	metaphor
node	node%1:25:02::	node%1:06:00::	metaphor
nodule	nodule%1:08:00::	nodule%1:20:00::	metonymy
nodule	nodule%1:08:00::	nodule%1:17:00::	metonymy
noise	noise%1:11:00::	noise%1:09:00::	metonymy
noise	noise%1:11:00::	noise%1:11:01::	metaphor
noise	noise%1:11:00::	noise%1:10:00::	metaphor
noise	noise%1:11:00::	noise%1:07:01::	metaphor
noise	noise%1:11:00::	noise%1:07:00::	metaphor
nonconformity	nonconformity%1:04:00::	nonconformity%1:10:00::	metaphor
nonconformity	nonconformity%1:07:00::	nonconformity%1:09:00::	metonymy
nonconformity	nonconformity%1:04:00::	nonconformity%1:07:00::	metonymy
none	none%1:28:00::	none%1:04:00::	metonymy
nonsense	nonsense%1:10:00::	nonsense%1:06:00::	metaphor
noose	noose%1:06:01::	noose%1:06:00::	metonymy
norm	norm%1:24:00::	norm%1:09:00::	metonymy
normality	normality%1:26:00::	normality%1:07:00::	metonymy
normality	normality%1:26:00::	normality%1:07:01::	metaphor
north	north%1:15:00::	north%1:15:02::	metonymy
north	north%1:15:00::	north%1:15:01::	metonymy
north	north%1:24:02::	north%1:24:00::	metonymy
north	north%1:24:02::	north%1:15:00::	metonymy
north	north%1:24:02::	north%1:24:01::	metonymy
northeast	northeast%1:24:02::	northeast%1:24:00::	metonymy
northeast	northeast%1:24:02::	northeast%1:15:00::	metonymy
northeast	northeast%1:24:02::	northeast%1:15:01::	metonymy
northwest	northwest%1:15:01::	northwest%1:15:00::	metonymy
northwest	northwest%1:24:02::	northwest%1:24:00::	metonymy
northwest	northwest%1:24:02::	northwest%1:15:01::	metonymy
nose	nose%1:08:00::	nose%1:06:00::	metaphor
nose	nose%1:08:00::	nose%1:06:02::	metaphor
nose	nose%1:08:00::	nose%1:23:00::	metaphor
nose	nose%1:08:00::	nose%1:10:00::	metonymy
nose	nose%1:08:00::	nose%1:09:00::	metonymy
nose	nose%1:09:00::	nose%1:09:01::	metaphor
nose	nose%1:08:00::	nose%1:06:01::	metaphor
nosedive	nosedive%1:04:00::	nosedive%1:22:00::	metaphor
nostrum	nostrum%1:06:00::	nostrum%1:06:01::	metonymy
notch	notch%1:06:00::	notch%1:25:00::	metaphor
notch	notch%1:06:00::	notch%1:17:00::	metaphor
notch	notch%1:06:00::	notch%1:04:00::	metonymy
note	note%1:10:00::	note%1:10:03::	metaphor
note	note%1:10:00::	note%1:10:04::	metaphor
note	note%1:10:04::	note%1:10:05::	metaphor
note	note%1:10:04::	note%1:07:00::	metaphor
note	note%1:10:00::	note%1:21:01::	metaphor
note	note%1:10:00::	note%1:10:02::	metaphor
note	note%1:10:00::	note%1:26:00::	metaphor
note	note%1:10:00::	note%1:21:00::	metaphor
notebook	notebook%1:10:00::	notebook%1:06:00::	metaphor
nothingness	nothingness%1:26:00::	nothingness%1:10:00::	metaphor
notice	notice%1:10:01::	notice%1:09:00::	metonymy
notice	notice%1:10:01::	notice%1:10:02::	metaphor
notice	notice%1:10:01::	notice%1:10:03::	metaphor
notice	notice%1:10:01::	notice%1:10:00::	metaphor
notice	notice%1:09:00::	notice%1:09:01::	metonymy
notice	notice%1:09:01::	notice%1:10:04::	metaphor
notion	notion%1:09:00::	notion%1:09:02::	metonymy
notion	notion%1:09:00::	notion%1:09:01::	metonymy
noun	noun%1:10:00::	noun%1:10:01::	metonymy
novel	novel%1:10:00::	novel%1:06:00::	metonymy
novelty	novelty%1:07:00::	novelty%1:09:00::	metaphor
novelty	novelty%1:07:00::	novelty%1:06:01::	metonymy
novelty	novelty%1:06:01::	novelty%1:06:00::	metaphor
novice	novice%1:18:00::	novice%1:18:01::	metonymy
nozzle	nozzle%1:06:00::	nozzle%1:08:00::	metaphor
nucleus	nucleus%1:08:00::	nucleus%1:17:00::	metaphor
nucleus	nucleus%1:08:00::	nucleus%1:14:00::	metaphor
nucleus	nucleus%1:08:00::	nucleus%1:17:01::	metaphor
nucleus	nucleus%1:08:00::	nucleus%1:08:01::	metaphor
nucleus	nucleus%1:08:00::	nucleus%1:08:02::	metaphor
nude	nude%1:18:00::	nude%1:06:00::	metaphor
nude	nude%1:26:00::	nude%1:18:00::	metonymy
nude	nude%1:18:00::	nude%1:06:01::	metaphor
nuisance	nuisance%1:18:00::	nuisance%1:09:00::	metaphor
nun	nun%1:18:00::	nun%1:10:00::	metaphor
nurse	nurse%1:18:00::	nurse%1:18:01::	metonymy
nut	nut%1:20:00::	nut%1:06:00::	metaphor
nut	nut%1:20:00::	nut%1:23:00::	metaphor
nut	nut%1:18:01::	nut%1:18:02::	metaphor
nut	nut%1:20:00::	nut%1:18:01::	metonymy
nut	nut%1:20:00::	nut%1:08:00::	metaphor
nutcracker	nutcracker%1:06:00::	nutcracker%1:05:02::	metaphor
nutcracker	nutcracker%1:05:02::	nutcracker%1:05:00::	metaphor
nutrient	nutrient%1:03:00::	nutrient%1:03:01::	metaphor
nylon	nylon%1:27:00::	nylon%1:06:00::	metaphor
nymph	nymph%1:18:00::	nymph%1:05:00::	metaphor
nymph	nymph%1:18:00::	nymph%1:18:01::	metaphor
oak	oak%1:20:00::	oak%1:20:02::	metonymy
oat	oat%1:13:00::	oat%1:20:00::	metonymy
oath	oath%1:10:00::	oath%1:10:01::	metaphor
oath	oath%1:10:00::	oath%1:10:02::	metaphor
obbligato	obbligato%1:10:00::	obbligato%1:10:02::	metaphor
obedience	obedience%1:07:00::	obedience%1:04:00::	metonymy
obedience	obedience%1:04:00::	obedience%1:04:02::	metaphor
obelisk	obelisk%1:06:00::	obelisk%1:10:00::	metaphor
obfuscation	obfuscation%1:09:00::	obfuscation%1:04:00::	metonymy
obfuscation	obfuscation%1:04:00::	obfuscation%1:04:01::	metaphor
obi	obi%1:09:00::	obi%1:14:00::	metonymy
object	object%1:03:00::	object%1:09:00::	metaphor
object	object%1:03:00::	object%1:10:00::	metaphor
object	object%1:03:00::	object%1:09:01::	metaphor
object	object%1:03:00::	object%1:09:02::	metaphor
objection	objection%1:10:00::	objection%1:10:01::	metonymy
objection	objection%1:10:01::	objection%1:04:01::	metaphor
objection	objection%1:10:01::	objection%1:04:00::	metaphor
obligation	obligation%1:04:00::	obligation%1:26:00::	metaphor
obligation	obligation%1:04:00::	obligation%1:24:00::	metonymy
obligation	obligation%1:26:00::	obligation%1:21:00::	metonymy
obligation	obligation%1:26:00::	obligation%1:10:00::	metonymy
obscurantism	obscurantism%1:04:00::	obscurantism%1:09:00::	metonymy
observance	observance%1:09:00::	observance%1:04:00::	metaphor
observance	observance%1:04:02::	observance%1:11:01::	metonymy
observance	observance%1:04:02::	observance%1:09:00::	metaphor
observation	observation%1:04:00::	observation%1:04:01::	metaphor
observation	observation%1:09:02::	observation%1:10:00::	metaphor
observation	observation%1:04:00::	observation%1:09:02::	metonymy
observation	observation%1:04:00::	observation%1:09:00::	metaphor
observatory	observatory%1:06:00::	observatory%1:06:01::	metaphor
obsession	obsession%1:09:00::	obsession%1:16:00::	metaphor
obstacle	obstacle%1:06:00::	obstacle%1:09:00::	metaphor
obstruction	obstruction%1:09:00::	obstruction%1:06:00::	metaphor
obstruction	obstruction%1:09:00::	obstruction%1:26:00::	metonymy
obstruction	obstruction%1:09:00::	obstruction%1:04:01::	metonymy
obstruction	obstruction%1:09:00::	obstruction%1:04:00::	metaphor
occasion	occasion%1:11:00::	occasion%1:11:01::	metonymy
occasion	occasion%1:26:00::	occasion%1:16:00::	metaphor
occasion	occasion%1:11:00::	occasion%1:28:00::	metonymy
occasion	occasion%1:28:00::	occasion%1:26:00::	metaphor
occlusion	occlusion%1:04:00::	occlusion%1:26:00::	metonymy
occlusion	occlusion%1:26:00::	occlusion%1:19:00::	metaphor
occlusion	occlusion%1:26:00::	occlusion%1:07:00::	metaphor
occlusion	occlusion%1:04:00::	occlusion%1:06:00::	metonymy
occult	occult%1:04:00::	occult%1:18:00::	metaphor
occupation	occupation%1:04:00::	occupation%1:04:02::	metaphor
occupation	occupation%1:04:00::	occupation%1:04:04::	metaphor
occupation	occupation%1:04:00::	occupation%1:04:01::	metaphor
occupation	occupation%1:04:02::	occupation%1:28:00::	metonymy
occurrence	occurrence%1:11:00::	occurrence%1:26:00::	metonymy
ocean	ocean%1:17:00::	ocean%1:23:00::	metaphor
ochre	ochre%1:27:00::	ochre%1:07:00::	metaphor
octave	octave%1:10:00::	octave%1:28:00::	metaphor
octave	octave%1:10:00::	octave%1:10:01::	metaphor
octet	octet%1:14:02::	octet%1:23:00::	metaphor
octet	octet%1:14:02::	octet%1:14:01::	metaphor
octet	octet%1:14:02::	octet%1:14:00::	metaphor
octet	octet%1:14:02::	octet%1:10:00::	metonymy
octopus	octopus%1:05:00::	octopus%1:13:00::	metonymy
odor	odor%1:07:00::	odor%1:09:00::	metonymy
offence	offence%1:04:02::	offence%1:04:00::	metaphor
offence	offence%1:04:00::	offence%1:14:00::	metonymy
offence	offence%1:04:02::	offence%1:12:00::	metonymy
offence	offence%1:04:02::	offence%1:04:01::	metaphor
offense	offense%1:04:02::	offense%1:12:00::	metonymy
offense	offense%1:04:02::	offense%1:04:01::	metaphor
offense	offense%V1	offense%1:14:00::	metonymy
offense	offense%1:04:02::	offense%1:04:00::	metaphor
offense	offense%1:04:00::	offense%V1	metonymy
offering	offering%1:10:00::	offering%1:21:00::	metaphor
offering	offering%1:10:00::	offering%1:10:01::	metonymy
offering	offering%1:10:00::	offering%1:04:00::	metaphor
office	office%1:06:00::	office%1:14:01::	metaphor
office	office%1:06:00::	office%1:04:01::	metonymy
office	office%1:14:01::	office%1:26:00::	metonymy
office	office%1:06:00::	office%1:14:00::	metonymy
office	office%1:04:01::	office%1:04:00::	metonymy
office	office%1:06:00::	office%1:04:02::	metonymy
officeholder	officeholder%1:18:02::	officeholder%1:18:00::	metaphor
officer	officer%1:18:03::	officer%1:18:02::	metaphor
officer	officer%1:18:03::	officer%1:18:01::	metaphor
officer	officer%1:18:03::	officer%1:18:04::	metaphor
official	official%1:18:01::	official%1:18:00::	metaphor
offset	offset%1:19:00::	offset%1:20:00::	metaphor
offspring	offspring%1:18:00::	offspring%1:11:00::	metaphor
offspring	offspring%1:18:00::	offspring%1:05:00::	metaphor
ogre	ogre%1:18:00::	ogre%1:18:01::	metaphor
oil	oil%1:27:00::	oil%1:06:01::	metonymy
oil	oil%1:27:00::	oil%1:27:01::	metonymy
oil	oil%1:27:00::	oil%1:13:00::	metonymy
oka	oka%1:23:01::	oka%1:23:02::	metaphor
okra	okra%1:20:02::	okra%1:20:00::	metonymy
okra	okra%1:20:02::	okra%1:13:00::	metonymy
olive	olive%1:20:01::	olive%1:20:00::	metonymy
olive	olive%1:20:00::	olive%1:20:02::	metonymy
olive	olive%1:20:00::	olive%1:13:00::	metonymy
olive	olive%1:20:01::	olive%1:07:00::	metonymy
omega	omega%1:10:00::	omega%1:11:00::	metaphor
omission	omission%1:26:00::	omission%1:04:01::	metonymy
omission	omission%1:26:00::	omission%1:22:00::	metonymy
omission	omission%1:26:00::	omission%1:09:00::	metonymy
omnibus	omnibus%1:06:00::	omnibus%1:10:00::	metaphor
omnivore	omnivore%1:05:00::	omnivore%1:18:00::	metaphor
one	one%1:23:00::	one%1:09:00::	metonymy
onion	onion%1:13:00::	onion%1:20:02::	metonymy
onion	onion%1:13:00::	onion%1:20:00::	metonymy
onset	onset%1:11:00::	onset%1:04:01::	metaphor
onslaught	onslaught%1:04:00::	onslaught%1:11:00::	metaphor
onslaught	onslaught%1:04:00::	onslaught%1:10:00::	metaphor
ontology	ontology%1:09:00::	ontology%1:09:01::	metonymy
open	open%1:15:02::	open%1:15:01::	metonymy
open	open%1:15:02::	open%1:11:00::	metaphor
open	open%1:15:02::	open%1:09:00::	metaphor
opera	opera%1:10:00::	opera%1:06:00::	metonymy
operative	operative%1:18:01::	operative%1:18:00::	metaphor
operator	operator%1:18:00::	operator%1:24:00::	metaphor
operator	operator%1:18:00::	operator%1:18:01::	metaphor
operator	operator%1:18:00::	operator%1:18:02::	metaphor
operator	operator%1:18:00::	operator%1:18:03::	metaphor
opinion	opinion%1:09:00::	opinion%1:10:01::	metonymy
opinion	opinion%1:09:00::	opinion%1:09:01::	metonymy
opinion	opinion%1:09:00::	opinion%1:10:00::	metaphor
opinion	opinion%1:10:00::	opinion%1:04:01::	metonymy
opinion	opinion%1:09:00::	opinion%1:09:02::	metonymy
opossum	opossum%1:05:01::	opossum%1:05:02::	metaphor
opposite	opposite%1:24:03::	opposite%1:10:00::	metonymy
opposite	opposite%1:24:03::	opposite%1:18:00::	metonymy
opposite	opposite%1:24:03::	opposite%1:24:04::	metonymy
opposition	opposition%V1	opposition%1:24:02::	metonymy
opposition	opposition%1:04:01::	opposition%1:04:00::	metonymy
opposition	opposition%V1	opposition%1:18:01::	metonymy
opposition	opposition%1:04:01::	opposition%1:14:00::	metonymy
opposition	opposition%1:24:02::	opposition%1:24:00::	metonymy
opposition	opposition%V1	opposition%1:18:00::	metonymy
opposition	opposition%1:14:00::	opposition%1:14:01::	metonymy
opposition	opposition%1:04:01::	opposition%V1	metonymy
oppression	oppression%1:26:00::	oppression%1:04:00::	metonymy
oppression	oppression%1:26:00::	oppression%1:12:00::	metonymy
option	option%1:09:00::	option%1:04:00::	metonymy
oracle	oracle%1:18:00::	oracle%1:10:00::	metonymy
oracle	oracle%1:18:00::	oracle%1:06:00::	metonymy
orange	orange%1:13:00::	orange%1:07:00::	metaphor
orange	orange%1:13:00::	orange%1:20:00::	metonymy
orange	orange%1:07:00::	orange%1:27:00::	metonymy
orb	orb%1:25:00::	orb%1:08:00::	metonymy
orbit	orbit%1:15:00::	orbit%1:26:00::	metaphor
orbit	orbit%1:15:00::	orbit%1:07:00::	metaphor
orbit	orbit%1:15:00::	orbit%1:15:01::	metaphor
orbit	orbit%1:15:00::	orbit%1:08:00::	metaphor
ordeal	ordeal%1:11:00::	ordeal%1:04:00::	metaphor
orderly	orderly%1:18:01::	orderly%1:18:00::	metaphor
ordination	ordination%1:04:00::	ordination%1:26:00::	metonymy
ordnance	ordnance%1:06:00::	ordnance%1:06:01::	metonymy
organ	organ%1:08:00::	organ%1:14:00::	metaphor
organ	organ%1:06:00::	organ%1:06:01::	metaphor
organ	organ%1:06:00::	organ%1:06:02::	metaphor
organisation	organisation%1:14:01::	organisation%1:14:00::	metaphor
organisation	organisation%1:14:01::	organisation%1:07:00::	metonymy
organisation	organisation%1:14:01::	organisation%1:04:00::	metonymy
organisation	organisation%1:14:01::	organisation%1:04:01::	metonymy
organisation	organisation%1:04:00::	organisation%1:04:02::	metaphor
organiser	organiser%1:18:00::	organiser%1:18:01::	metonymy
organiser	organiser%1:18:00::	organiser%1:06:00::	metaphor
organization	organization%1:04:01::	organization%1:09:00::	metonymy
organization	organization%1:14:00::	organization%1:14:01::	metonymy
